tweetid	text
11385	@hcapriles feliz inicio de semana. Sigue trabajando como siempre lo has hecho. Vamos por el triunfo el 16D.
11386	Hay que votar. La lucha es luchando. Los derechos están para cumplirlos, y votar es nuestro derecho @hcapriles
11387	.@hcapriles a Jaua: Un bate quebrado no va a gobernar #Miranda: http://t.co/bT9kBel8  (Vía @ElUniversal)
11388	.@hcapriles a Jaua: Un bate quebrado no va a gobernar #Miranda: http://t.co/bT9kBel8  (Vía @ElUniversal)
11389	@ALERTADICE: @AlfredoWeil La ABSTENCIÓN la promueven los que huyen ante CNE. Nosotros promovemos participar con carácter @hcapriles
11390	.@hcapriles a Jaua: Un bate quebrado no va a gobernar #Miranda: http://t.co/bT9kBel8  (Vía @ElUniversal)
11391	Somos más de mies y miles y miles ya somos millones todos con @hcapriles
11392	@HayUnCamino @hcapriles @eluniversal http://t.co/9SbiUIRD
11393	@MrMiquilena @hcapriles Allí esta el problema, por eso todos queriamos al flaco,pero igual lo mejor es apoyar a nuestros candidatos.
11394	Flaco, sé que ya lleva tiempo lo del 7-O pero todavía no me creo que el Chávez ese haya ganado. Dolor superado pero NO olvidado @hcapriles
11395	.@hcapriles: Nuestra lucha es mejorar la calidad de vida de los mirandinos http://t.co/85Tv1KTj (Vía @ElUniversal)
11396	RT @TonyGMaximo: @hcapriles Arriba Venezuela! Dios Te bendiga!
11397	En barrios de Petare hace años que no ven a la policía de @hcapriles. Pero él dice que no es responsable de la seguridad. Es su competencia!
11398	@eltopomaracay @marlenherbert @zapsol90 @PiliVarela77 @Nebay @cechicg @hcapriles @alexaias040 Bendiciones Mi Topito Lindo Abrazotes!
11399	@hcapriles @leopoldolopez ¡Qué decepción tan grande! Pudieron ser grandes lideres y sólo quedaron como simples negociadores. Lástima.
11400	No entiendo por que taxistas trancan avenidas en ccs protestando por la inseguridad? segun el cne ch gobierna muy bien @hcapriles @VTVcanal8
11401	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/u7zfE0Dz
11402	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/u7zfE0Dz
11403	Es cierto que Ch ya anda diciendo comunas o nada? @hcapriles @VTVcanal8 quiere terminar de adueñarse del pais
11404	Mirandinos no se calan más a esta gestión nefasta de .@hcapriles http://t.co/HrfdO4Vx
11405	La tirania quiere hacer creer que una comuna es un instrumento creado por dios y una gobernacion es del diablo @hcapriles @VTVcanal8
11406	@alociudadano y siguen llamando a la abstención,hay miedo! a cual barrio van a llegar? No son bienvenidos! @hcapriles pierde y se acabo todo
11407	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/u7zfE0Dz
11408	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/u7zfE0Dz
11409	@Ji_Predicciones @hcapriles @leopoldolopez Venezuela decidiò en las Primarias por los comeflores y a pesar de todo lo vivido no aprenden
11410	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/u7zfE0Dz
11411	Eres el mejor @hcapriles
11412	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/u7zfE0Dz
11413	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/u7zfE0Dz
11414	@Ji_Predicciones @hcapriles @leopoldolopez golpe bajo! Pero cierto!
11415	.@hcapriles a Jaua: Un bate quebrado no va a gobernar #Miranda: http://t.co/bT9kBel8  (Vía @ElUniversal)
11416	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/u7zfE0Dz
11417	Hoy a las 6:00 pm el Gobernador de Miranda, @hcapriles estará conversando con @RodriguezGladys por @KYS1015
11418	Hoy a las 6:00 pm el Gobernador de Miranda, @hcapriles estará conversando con @RodriguezGladys por @KYS1015
11419	Hoy a las 6:00 pm el Gobernador de Miranda, @hcapriles estará conversando con @RodriguezGladys por @KYS1015
11420	Hoy a las 6:00 pm el Gobernador de Miranda, @hcapriles estará conversando con @RodriguezGladys por @KYS1015
11421	@CHELY_ESCALONA @louramd @PABLOMEDINAML @hcapriles SI NO LAS HAS VISTO ÚNETE AL MOVIMIENTO QUE SI SE COMPROMETIÓ E INVESTIGO
11422	Dice @tapamarilla: @HayUnCamino: Hoy a las 6:00 pm el Gobernador de Miranda, @hcapriles estará conversando con @RodriguezGladys por @KYS101
11423	Hoy a las 6:00 pm el Gobernador de Miranda, @hcapriles estará conversando con @RodriguezGladys por @KYS1015
11424	@louramd @PATTYCARNEVALIC @PABLOMEDINAML @hcapriles ¡DEN LAS MALDITAS PRUEBAS Y DESPERTAREMOS!
11425	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/u7zfE0Dz
11426	@dcabellor  @chavezcandanga  AUXILIO DSD MERIDA POR FA camaradas la situación es sumament critica  http://t.co/IFL3sj34 http://t.co/hksaaTLl
11427	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/u7zfE0Dz
11428	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/u7zfE0Dz
11429	Hoy a las 6:00 pm el Gobernador de Miranda, @hcapriles estará conversando con @RodriguezGladys por @KYS1015
11430	Hoy a las 6:00 pm el Gobernador de Miranda, @hcapriles estará conversando con @RodriguezGladys por @KYS1015
11431	https://t.co/CjWfmD36 @richardmardo  @hcapriles @GregoMorales @JovenesXAragua ENTRA Y DESCARGA NUESTRO TEMA PARA RICHARD MARDO :D
11432	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/u7zfE0Dz
11433	Ahora @Hcapriles tiene nueva consigna como Venezuela le cerro el Camino ahora dice que Hay Una Escalera jajajajaja voy con @EliasGobernador
11434	Hoy a las 6:00 pm el Gobernador de Miranda, @hcapriles estará conversando con @RodriguezGladys por @KYS1015
11435	Problemas de electricidad, seguridad, vialidad agrícola, viviendas y educación o son atendidos por .@hcapriles http://t.co/HrfdO4Vx
11436	ESCUÀLIDO MODULO 22 CORRUPCIÒN 3 (INFLACIÒN) http://t.co/e4IiMKeV @chavezcandanga @vtvcanal8 @telesurtv @globovision @hcapriles #mud #cne
11437	Problemas de electricidad, seguridad, vialidad agrícola, viviendas y educación o son atendidos por .@hcapriles http://t.co/HrfdO4Vx
11438	@Leonarismendi qué pinta de maric0n tienes por cierto,igual al cobarde VENDIDO @hcapriles.Te convido a que tomemos esos chopos y salgamos.
11439	@Gladysgata @dcabellor REVOLUCIÓN  DENTRO DE LA REVOLUCIÓN ES LO Q NUESTRO MAXIMO LIDER MI COMNADANTE CHAVEZ NOS ENSEÑO CAMARADAS
11440	En barrios de Petare hace años que no ven a la policía de @hcapriles. Pero él dice que no es responsable de la seguridad. Es su competencia!
11441	Recomiendo leer la entrevista a @HCapriles que hoy publica @ElNacionalWeb: http://t.co/CjLHkxWo
11442	QUERIDO FUTURO GOBERNADOR RANGEL SILVA: Contigo la VICTORIA SERÁ PERFECTA.  Atte. 290.000 TRUJILLANOS. @chavezcandanga @dcabellor
11443	La gran misión vivienda será la que preste la más suma de alegría al pueblo venezolano @dcabellor
11444	“@paulocoelho: Señor, bendice nuestra semana. El dolor de ayer es la fortaleza de hoy”@hcapriles @ENZOSCARANO
11445	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/u7zfE0Dz
11446	@hcapriles dnd esta la plata de aguinaldo de los empleados de la gobernación ??? Aprieta ese culo bichito te vas a tener q exiliar ...
11447	Pronto en El Hatillo estará abierto el Comando de @hcapriles
11448	Escucha hoy, a las 6:00 pm, a @hcapriles por @KYS1015 en una entrevista con @RodriguezGladys
11449	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/u7zfE0Dz
11450	Escucha hoy, a las 6:00 pm, a @hcapriles por @KYS1015 en una entrevista con @RodriguezGladys
11451	Escucha hoy, a las 6:00 pm, a @hcapriles por @KYS1015 en una entrevista con @RodriguezGladys
11452	Escucha hoy, a las 6:00 pm, a @hcapriles por @KYS1015 en una entrevista con @RodriguezGladys
11453	Escucha hoy, a las 6:00 pm, a @hcapriles por @KYS1015 en una entrevista con @RodriguezGladys
11454	Hoy a las 6:00 pm el Gobernador de Miranda, @hcapriles estará conversando con @RodriguezGladys por @KYS1015
11455	@hcapriles @MariaCorinaYA @leopoldolopez Se busca un lider con cojones q se le pare de frente al Dictador y responda al clamor del pueblo!!
11456	Necesito un lider q se crezca en las derrotas, decente en las buenas y arrecho en las malas, diga si es ud @hcapriles o admitalo si no.
11457	QUERIDO FUTURO GOB.  RANGEL SILVA:  Acá te espero gozosamente. Atte. EL PALACIO DE LOS DUENDES.    @chavezcandanga @dcabellor @ForoCandanga
11458	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/u7zfE0Dz
11459	HOY, 6:00pm, el Gobernador de #Miranda @HCapriles estará conversando con @RodriguezGladys por @KYS1015
11460	@hcapriles. Amigos hay que ir a VOTAR!
11461	@ParqueCaiza @karimaocountry @CarlosOcariz @hcapriles FUERTE INCENDIO EN KARIMAO!
11462	Miranda no es tu premio de consolación…  RT @Periodico24: @hcapriles: Mi única lucha es mejorar la calidad de vida de los mirandinos
11463	.@hcapriles: Nuestra lucha es mejorar la calidad de vida de los mirandinos http://t.co/85Tv1KTj (Vía @ElUniversal)
11464	Hoy a las 6:00 pm el Gobernador de Miranda, @hcapriles estará conversando con @RodriguezGladys por @KYS1015
11465	@liderunox pide a @hcapriles la Bolivar?  Todavía no me contesta porq nadie fue hoy a acompañar esta entrega al CNE.. @ElaFerris  @cjaimesb
11466	Algo sí quedó claro hoy: @PABLOMEDINAML tiene mas pantalones que @hcapriles y el combo de negociadores de la MUDa.
11467	No Vas a Felicitar a Chavez? @hcapriles Bravo Pablo Sandoval!Que grande,primer venezolano más valioso de una Serie Mundial,Arriba Venezuela!
11468	@dcabellor somos empelados públicos y necesitamos qué nos reconozcan el pago de guardeRías muchas somos madres solteras AYUDENOS por favor
11469	@iiriza @mcpz5171 @plomoparejo @OliverBlanco NO SE PUEDE DESCALIFICAR A @hcapriles EL DEJO LA PIEL EN LA CAMPAÑA, PERO PECARON DE INOCENTES.
11470	Así como hay quienes no se le vendió @hcapriles, hay quienes no creen en descentralización. Por eso las vallas de Ameliach subrayan la ch
11471	Necesito un lider q se crezca en las derrotas, decente en las buenas y arrecho en las malas, diga si es ud @hcapriles o admitalo si no.
11472	@hcapriles @MariaCorinaYA @leopoldolopez Se busca un lider con cojones q se le pare de frente al Dictador y responda al clamor del pueblo!!
11473	Buenas tardes a todos,ahora a las 6 estaré en @KYS1015 Fm conversando con @RodriguezGladys
11474	@hcapriles HOLAAAAAAAAAA BUENAS TARDES TE AMO
11475	@hcapriles Bendicion, Segundo Padre *__*
11476	@hcapriles te invito a visitar el I Evento 2.0: Por la tolerancia en Venezuela, http://t.co/XUALEvmh, realizado por estudiantes UNITEC.
11477	@hcapriles  @rodriguezgladys mi querido Capriles siempre estare contigo y oro a DIOS PARA Q, TE GUARDE Y TE BENDIGA!!!
11478	@hcapriles igual manera en el menor sudamericano argentina mirandinos vienen en vuelo d regreso tambien con medallas a oir sus necesidades
11479	buenas tardes presi bello “@hcapriles: Buenas tardes a todos,ahora a las 6 estaré en @KYS1015 Fm conversando con @RodriguezGladys”
11480	EL VIA CRUCIS DE ROSITA @jimenaarayafans http://t.co/po3lLfcS @chavezcandanga @vtvcanal8 @globovision @hcapriles @redvolucionvtv #cne #mud
11481	EL VIA CRUCIS DE ROSITA @jimenaarayafans http://t.co/po3lLfcS @chavezcandanga @vtvcanal8 @globovision @hcapriles @telesurtv #cne #mud
11482	OFICIAL: Henry Rangel Silva pa Trujillo por el PSUV en reemplazo de Hugo Cabezas, confirma @dcabellor http://t.co/uYEk9w7I
11483	#PJenVIVO Gob @HCapriles conversa con la periodista @RodriguezGladys a través de @KYS1015 FM sobre el tema electoral
11484	Escucha en vivo a @hcapriles conversando con @RodriguezGladys por @KYS1015
11485	Escucha en vivo a @hcapriles conversando con @RodriguezGladys por @KYS1015
11486	@dcabellor desde el Hotel Venetur de Mérida: El responsable directo de la basura en Mérida es Léster Rodriguez, actual alcalde Que pena XD
11487	El país pudo ver como salimos a recorrer #PuebloxPueblo. Los últimos 10 días le di una vuelta completa a Vzla @hcapriles  @KYS1015
11488	OFICIAL: Henry Rangel Silva pa Trujillo por el PSUV en reemplazo de Hugo Cabezas, confirma @dcabellor http://t.co/uYEk9w7I
11489	Lee y comparte los artículos de @hcapriles en su blog → http://t.co/hkhindJZ
11490	#PJenVIVO Gob @HCapriles Esta es mi vocación de vida. Estoy trabajando en #Miranda para profundizar el #camino
11491	Escucha en vivo a @hcapriles conversando con @RodriguezGladys por @KYS1015
11492	@kys1015 @hcapriles no cree q hay q reforzar la moral en los mun sucre, chacao y el hatillo??
11493	OFICIAL: Henry Rangel Silva pa Trujillo por el PSUV en reemplazo de Hugo Cabezas, confirma @dcabellor http://t.co/uYEk9w7I
11494	El país pudo ver como salimos a recorrer #PuebloxPueblo. Los últimos 10 días le di una vuelta completa a Vzla @hcapriles  @KYS1015
11495	#CorreoOrinoco: #PSUV designó a Henry Rangel Silva como candidato a la gobernación de #Trujillo http://t.co/wZ1UlOvY @dcabellor
11496	Aprovechemos todo lo que sembramos en Venezuela. Despertamos un país que está búscando una mejor vida @hcapriles en @KYS1015
11497	#PSUV designó a Henry Rangel Silva como candidato a la gobernación de #Trujillo http://t.co/76yWqJhL @dcabellor @PartidoPSUV
11498	@dcabellor en el PSUV debemos tener conciencia de no hacerle un hueco a los sueños del pueblo. ¡Palante y Diciplina! @chavezcandanga
11499	@correoorinoco @dcabellor @PartidoPSUV Gracias a ustedes por la designacion del general del Pueblo Trujillano. Dios es grande y poderoso
11500	RT @CorreoOrinoco: #PSUV designó a Henry Rangel Silva como candidato a la gobernación de #Trujillo http://t.co/EvvmeVh3
11501	#PSUV designó a Henry Rangel Silva como candidato a la gobernación de #Trujillo http://t.co/76yWqJhL @dcabellor @PartidoPSUV
11502	ayer hubiera ido a votar obligao por @hugocabezas78  HOY IRÉ A VOTAR GOZOSAMENTE por RANGEL SILVA. Atte YO  @chavezcandanga  @dcabellor
11503	Los mirandinos debemos tener claro que no estamos para construir un partido político, sino para continuar una gestión exitosa @hcapriles
11504	Los mirandinos debemos tener claro que no estamos para construir un partido político, sino para continuar una gestión exitosa @hcapriles
11505	#PJenVIVO Gob @HCapriles El objetivo no es solamente ganar la elección, sino ver para qué ganamos esa elección
11506	Hicimos todo para ganar. A la inmensa mayoría de los venezolanos les consta que así fue  @hcapriles en @KYS1015
11507	Ganamos en todas las grandes ciudades de nuestra Venezuela, pero nuestro país no son solo las grandes ciudades @hcapriles en @KYS1015
11508	Recorrimos el país para llevar propuestas de la Venezuela que soñamos  @hcapriles en @KYS1015
11509	#PJenVIVO Gob @HCapriles Le pido a la gente que deje el pesimismo atrás, cada proceso es un aprendizaje y tenemos que seguir
11510	RT @correoorinoco: #PSUV designó a Henry Rangel Silva como candidato a la gobernación de #Trujillo http://t.co/FF49hx7C @dcabellor
11511	Hicimos todo para ganar. A la inmensa mayoría de los venezolanos les consta que así fue  @hcapriles en @KYS1015
11512	#PJenVIVO Gob @HCapriles Empezamos a hacer política en 2006 y comenzamos a construir esta opción y cuánto hemos crecido
11513	@hcapriles por tanto oponte junto a tus electores a todos los abusos de estew regimen;que opinas de la impugnacion de las elecciones 07-O.
